"AllTengwar","OOtehtaShift","UUtehtaShift","EEtehtaShift","DownEEtehtaShift","DblUnderStrokeShift","AtehtaShift","DownAtehtaShift","YtehtaShift","DownYtehtaShift","ItehtaShift","DownItehtaShift","EtehtaShift","DownEtehtaShift","OtehtaShift","UtehtaShift","ThinnasShift","DotinsideShift","UnderbarShift","InvAtehtaShift","OverbarShift","EngYtehtaShift","RevEtehtaShift","YantatehtaShift","Underliners","UptehtaCliche"
"noldo.conr","ootehta.wide29","uutehta.norm29","eetehta.norm30","downeetehta.norm29","dblunderstroke.norm29","atehta.norm29","downatehta.norm29","ytehta.norm29","downytehta.norm29","itehta.norm29","downitehta.norm29","etehta.norm28","downetehta.norm29","otehta.wide36","utehta.norm29","thinnas.norm29","dotinside","underbar.wide31","invatehta.norm30","overbar.wide27","engytehta.wide30","revetehta.norm30","yantatehta.norm30","uline3","uptehtacliche_ando"
"noldo.conrbot","ootehta.wide29","uutehta.norm29","eetehta.norm30","downeetehta.norm29","dblunderstroke.norm29","atehta.norm29","downatehta.norm29","ytehta.norm29","downytehta.norm29","itehta.norm29","downitehta.norm29","etehta.norm28","downetehta.norm29","otehta.wide36","utehta.norm29","thinnas.norm29","dotinside","underbar.wide31","invatehta.norm30","overbar.wide27","engytehta.wide30","revetehta.norm30","yantatehta.norm30","uline3","uptehtacliche_ando"
"extharma","ootehta.narrow27","uutehta.narrow25","eetehta.norm25","downeetehta.norm23","dblunderstroke.norm23","atehta.norm23","downatehta.norm23","ytehta.narrow23","downytehta.narrow23","itehta.norm23","downitehta.norm22","etehta.narrow25","downetehta.norm20","otehta.narrow27","utehta.narrow25","thinnas.norm24","dotinside.norm21","underbar.norm21","invatehta.norm23","overbar.norm21","engytehta.norm23","revetehta.norm23","yantatehta.norm23","uline22","uptehtacliche_harma"
"extanca","ootehta.norm39","uutehta.norm31","eetehta.norm32","downeetehta.norm33","dblunderstroke.norm33","atehta.norm31","downatehta.norm33","ytehta.norm31","downytehta.norm33","itehta.norm31","downitehta.norm33","etehta.norm32","downetehta.norm29","otehta.wide36","utehta.norm31","thinnas.norm33","dotinside","underbar.wide31","invatehta.norm32","overbar.wide32","engytehta.wide32","revetehta.norm32","yantatehta.norm32","uline23","uptehtacliche_anca"
"quesse","ootehta.norm18","uutehta.norm19","eetehta.norm18","downeetehta.norm23","dblunderstroke.norm23","atehta.norm18","downatehta.norm23","ytehta.norm18","downytehta.narrow23","itehta.norm19","downitehta.norm22","etehta.norm19","downetehta.norm20","otehta.norm18","utehta.norm19","thinnas.norm22","dotinside.conu20","underbar.norm21","invatehta.norm18","overbar.norm18","engytehta.norm18","revetehta.norm18","yantatehta.norm18","uline22","uptehtacliche_quesse"
"quesse.conr","ootehta.norm18","uutehta.norm19","eetehta.norm18","downeetehta.norm23","dblunderstroke.norm23","atehta.norm18","downatehta.norm23","ytehta.norm18","downytehta.narrow23","itehta.norm19","downitehta.norm22","etehta.norm19","downetehta.norm20","otehta.norm18","utehta.norm19","thinnas.norm22","dotinside.conu20","underbar.norm21","invatehta.norm18","overbar.norm18","engytehta.norm18","revetehta.norm18","yantatehta.norm18","uline22","uptehtacliche_quesse"
"quesse.conl","ootehta.norm18","uutehta.norm19","eetehta.norm18","downeetehta.norm23","dblunderstroke.norm23","atehta.norm18","downatehta.norm23","ytehta.norm18","downytehta.narrow23","itehta.norm19","downitehta.norm22","etehta.norm19","downetehta.norm20","otehta.norm18","utehta.norm19","thinnas.norm22","dotinside.conu20","underbar.norm21","invatehta.norm18","overbar.norm18","engytehta.norm18","revetehta.norm18","yantatehta.norm18","uline22","uptehtacliche_quesse"
"quesse.conb","ootehta.norm18","uutehta.norm19","eetehta.norm18","downeetehta.norm23","dblunderstroke.norm23","atehta.norm18","downatehta.norm23","ytehta.norm18","downytehta.narrow23","itehta.norm19","downitehta.norm22","etehta.norm19","downetehta.norm20","otehta.norm18","utehta.norm19","thinnas.norm22","dotinside.conu20","underbar.norm21","invatehta.norm18","overbar.norm18","engytehta.norm18","revetehta.norm18","yantatehta.norm18","uline22","uptehtacliche_quesse"
"ungwe","ootehta.wide29","uutehta.norm29","eetehta.norm29","downeetehta.norm32","dblunderstroke.norm32","atehta.norm29","downatehta.norm32","ytehta.norm29","downytehta.norm32","itehta.norm29","downitehta.norm32","etehta.norm29","downetehta.norm29","otehta.wide29","utehta.norm29","thinnas.norm32","dotinside","underbar.wide31","invatehta.norm29","overbar.wide27","engytehta.wide29","revetehta.norm29","yantatehta.norm29","uline23","uptehtacliche_ungwe"
"ungwe.conr","ootehta.wide29","uutehta.norm29","eetehta.norm29","downeetehta.norm32","dblunderstroke.norm32","atehta.norm29","downatehta.norm32","ytehta.norm29","downytehta.norm32","itehta.norm29","downitehta.norm32","etehta.norm29","downetehta.norm29","otehta.wide29","utehta.norm29","thinnas.norm32","dotinside","underbar.wide31","invatehta.norm29","overbar.wide27","engytehta.wide29","revetehta.norm29","yantatehta.norm29","uline23","uptehtacliche_ungwe"
"ungwe.conl","ootehta.wide29","uutehta.norm29","eetehta.norm29","downeetehta.norm32","dblunderstroke.norm32","atehta.norm29","downatehta.norm32","ytehta.norm29","downytehta.norm32","itehta.norm29","downitehta.norm32","etehta.norm29","downetehta.norm29","otehta.wide29","utehta.norm29","thinnas.norm32","dotinside","underbar.wide31","invatehta.norm29","overbar.wide27","engytehta.wide29","revetehta.norm29","yantatehta.norm29","uline23","uptehtacliche_ungwe"
"ungwe.conb","ootehta.wide29","uutehta.norm29","eetehta.norm29","downeetehta.norm32","dblunderstroke.norm32","atehta.norm29","downatehta.norm32","ytehta.norm29","downytehta.norm32","itehta.norm29","downitehta.norm32","etehta.norm29","downetehta.norm29","otehta.wide29","utehta.norm29","thinnas.norm32","dotinside","underbar.wide31","invatehta.norm29","overbar.wide27","engytehta.wide29","revetehta.norm29","yantatehta.norm29","uline23","uptehtacliche_ungwe"
"hwesta","ootehta.narrow27","uutehta.narrow25","eetehta.norm25","downeetehta.norm20","dblunderstroke.norm20","atehta.norm23","downatehta.norm20","ytehta.narrow23","downytehta.norm20","itehta.norm21","downitehta.norm20","etehta.narrow25","downetehta.norm18","otehta.narrow27","utehta.narrow25","thinnas.norm20","dotinside.conu20","underbar.norm20","invatehta.norm22","overbar.norm21","engytehta.norm22","revetehta.norm22","yantatehta.norm22","uline2","uptehtacliche_hwesta"
"hwesta.conr","ootehta.narrow27","uutehta.narrow25","eetehta.norm25","downeetehta.norm20","dblunderstroke.norm20","atehta.norm23","downatehta.norm20","ytehta.narrow23","downytehta.norm20","itehta.norm21","downitehta.norm20","etehta.narrow25","downetehta.norm18","otehta.narrow27","utehta.narrow25","thinnas.norm20","dotinside.conu20","underbar.norm20","invatehta.norm22","overbar.norm21","engytehta.norm22","revetehta.norm22","yantatehta.norm22","uline2","uptehtacliche_hwesta"
"hwesta.conl","ootehta.narrow27","uutehta.narrow25","eetehta.norm25","downeetehta.norm20","dblunderstroke.norm20","atehta.norm23","downatehta.norm20","ytehta.narrow23","downytehta.norm20","itehta.norm21","downitehta.norm20","etehta.narrow25","downetehta.norm18","otehta.narrow27","utehta.narrow25","thinnas.norm20","dotinside.conu20","underbar.norm20","invatehta.norm22","overbar.norm21","engytehta.norm22","revetehta.norm22","yantatehta.norm22","uline2","uptehtacliche_hwesta"
"hwesta.conb","ootehta.narrow27","uutehta.narrow25","eetehta.norm25","downeetehta.norm20","dblunderstroke.norm20","atehta.norm23","downatehta.norm20","ytehta.narrow23","downytehta.norm20","itehta.norm21","downitehta.norm20","etehta.narrow25","downetehta.norm18","otehta.narrow27","utehta.narrow25","thinnas.norm20","dotinside.conu20","underbar.norm20","invatehta.norm22","overbar.norm21","engytehta.norm22","revetehta.norm22","yantatehta.norm22","uline2","uptehtacliche_hwesta"
"unque","ootehta.norm39","uutehta.norm31","eetehta.norm32","downeetehta.norm30","dblunderstroke.norm30","atehta.norm29","downatehta.norm30","ytehta.norm29","downytehta.norm30","itehta.norm29","downitehta.norm30","etehta.norm32","downetehta.norm27","otehta.wide36","utehta.norm31","thinnas.norm30","dotinside","underbar.wide29","invatehta.norm30","overbar.wide32","engytehta.wide30","revetehta.norm30","yantatehta.norm30","uline3","uptehtacliche_unque"
"unque.conr","ootehta.norm39","uutehta.norm31","eetehta.norm32","downeetehta.norm30","dblunderstroke.norm30","atehta.norm29","downatehta.norm30","ytehta.norm29","downytehta.norm30","itehta.norm29","downitehta.norm30","etehta.norm32","downetehta.norm27","otehta.wide36","utehta.norm31","thinnas.norm30","dotinside","underbar.wide29","invatehta.norm30","overbar.wide32","engytehta.wide30","revetehta.norm30","yantatehta.norm30","uline3","uptehtacliche_unque"
"unque.conl","ootehta.norm39","uutehta.norm31","eetehta.norm32","downeetehta.norm30","dblunderstroke.norm30","atehta.norm29","downatehta.norm30","ytehta.norm29","downytehta.norm30","itehta.norm29","downitehta.norm30","etehta.norm32","downetehta.norm27","otehta.wide36","utehta.norm31","thinnas.norm30","dotinside","underbar.wide29","invatehta.norm30","overbar.wide32","engytehta.wide30","revetehta.norm30","yantatehta.norm30","uline3","uptehtacliche_unque"
"unque.conb","ootehta.norm39","uutehta.norm31","eetehta.norm32","downeetehta.norm30","dblunderstroke.norm30","atehta.norm29","downatehta.norm30","ytehta.norm29","downytehta.norm30","itehta.norm29","downitehta.norm30","etehta.norm32","downetehta.norm27","otehta.wide36","utehta.norm31","thinnas.norm30","dotinside","underbar.wide29","invatehta.norm30","overbar.wide32","engytehta.wide30","revetehta.norm30","yantatehta.norm30","uline3","uptehtacliche_unque"
"vilya","ootehta.norm18","uutehta.norm19","eetehta.norm18","downeetehta.norm19","dblunderstroke.norm19","atehta.norm18","downatehta.norm19","ytehta.norm18","downytehta.norm19","itehta.norm19","downitehta.norm19","etehta.norm18","downetehta.norm18","otehta.norm18","utehta.norm19","thinnas.norm20","dotinside.conu20","underbar.norm20","invatehta.norm18","overbar.norm18","engytehta.norm18","revetehta.norm18","yantatehta.norm18","uline2","uptehtacliche_quesse"
"vilya.conr","ootehta.norm18","uutehta.norm19","eetehta.norm18","downeetehta.norm19","dblunderstroke.norm19","atehta.norm18","downatehta.norm19","ytehta.norm18","downytehta.norm19","itehta.norm19","downitehta.norm19","etehta.norm18","downetehta.norm18","otehta.norm18","utehta.norm19","thinnas.norm20","dotinside.conu20","underbar.norm20","invatehta.norm18","overbar.norm18","engytehta.norm18","revetehta.norm18","yantatehta.norm18","uline2","uptehtacliche_quesse"
"vilya.conl","ootehta.norm18","uutehta.norm19","eetehta.norm18","downeetehta.norm19","dblunderstroke.norm19","atehta.norm18","downatehta.norm19","ytehta.norm18","downytehta.norm19","itehta.norm19","downitehta.norm19","etehta.norm18","downetehta.norm18","otehta.norm18","utehta.norm19","thinnas.norm20","dotinside.conu20","underbar.norm20","invatehta.norm18","overbar.norm18","engytehta.norm18","revetehta.norm18","yantatehta.norm18","uline2","uptehtacliche_quesse"
"vilya.conb","ootehta.norm18","uutehta.norm19","eetehta.norm18","downeetehta.norm19","dblunderstroke.norm19","atehta.norm18","downatehta.norm19","ytehta.norm18","downytehta.norm19","itehta.norm19","downitehta.norm19","etehta.norm18","downetehta.norm18","otehta.norm18","utehta.norm19","thinnas.norm20","dotinside.conu20","underbar.norm20","invatehta.norm18","overbar.norm18","engytehta.norm18","revetehta.norm18","yantatehta.norm18","uline2","uptehtacliche_quesse"
"vilya.conrbot","ootehta.norm18","uutehta.norm19","eetehta.norm18","downeetehta.norm19","dblunderstroke.norm19","atehta.norm18","downatehta.norm19","ytehta.norm18","downytehta.norm19","itehta.norm19","downitehta.norm19","etehta.norm18","downetehta.norm18","otehta.norm18","utehta.norm19","thinnas.norm20","dotinside.conu20","underbar.norm20","invatehta.norm18","overbar.norm18","engytehta.norm18","revetehta.norm18","yantatehta.norm18","uline2","uptehtacliche_quesse"
"vilya.conbbot","ootehta.norm18","uutehta.norm19","eetehta.norm18","downeetehta.norm19","dblunderstroke.norm19","atehta.norm18","downatehta.norm19","ytehta.norm18","downytehta.norm19","itehta.norm19","downitehta.norm19","etehta.norm18","downetehta.norm18","otehta.norm18","utehta.norm19","thinnas.norm20","dotinside.conu20","underbar.norm20","invatehta.norm18","overbar.norm18","engytehta.norm18","revetehta.norm18","yantatehta.norm18","uline2","uptehtacliche_quesse"
"nwalme","ootehta.wide29","uutehta.norm29","eetehta.norm29","downeetehta.norm29","dblunderstroke.norm29","atehta.norm29","downatehta.norm29","ytehta.norm29","downytehta.norm29","itehta.norm29","downitehta.norm29","etehta.norm29","downetehta.norm27","otehta.wide29","utehta.norm29","thinnas.norm29","dotinside","underbar.wide29","invatehta.norm29","overbar.wide27","engytehta.wide29","revetehta.norm29","yantatehta.norm29","uline3","uptehtacliche_ungwe"
"nwalme.conr","ootehta.wide29","uutehta.norm29","eetehta.norm29","downeetehta.norm29","dblunderstroke.norm29","atehta.norm29","downatehta.norm29","ytehta.norm29","downytehta.norm29","itehta.norm29","downitehta.norm29","etehta.norm29","downetehta.norm27","otehta.wide29","utehta.norm29","thinnas.norm29","dotinside","underbar.wide29","invatehta.norm29","overbar.wide27","engytehta.wide29","revetehta.norm29","yantatehta.norm29","uline3","uptehtacliche_ungwe"
"nwalme.conl","ootehta.wide29","uutehta.norm29","eetehta.norm29","downeetehta.norm29","dblunderstroke.norm29","atehta.norm29","downatehta.norm29","ytehta.norm29","downytehta.norm29","itehta.norm29","downitehta.norm29","etehta.norm29","downetehta.norm27","otehta.wide29","utehta.norm29","thinnas.norm29","dotinside","underbar.wide29","invatehta.norm29","overbar.wide27","engytehta.wide29","revetehta.norm29","yantatehta.norm29","uline3","uptehtacliche_ungwe"
"nwalme.conb","ootehta.wide29","uutehta.norm29","eetehta.norm29","downeetehta.norm29","dblunderstroke.norm29","atehta.norm29","downatehta.norm29","ytehta.norm29","downytehta.norm29","itehta.norm29","downitehta.norm29","etehta.norm29","downetehta.norm27","otehta.wide29","utehta.norm29","thinnas.norm29","dotinside","underbar.wide29","invatehta.norm29","overbar.wide27","engytehta.wide29","revetehta.norm29","yantatehta.norm29","uline3","uptehtacliche_ungwe"
"nwalme.conrbot","ootehta.wide29","uutehta.norm29","eetehta.norm29","downeetehta.norm29","dblunderstroke.norm29","atehta.norm29","downatehta.norm29","ytehta.norm29","downytehta.norm29","itehta.norm29","downitehta.norm29","etehta.norm29","downetehta.norm27","otehta.wide29","utehta.norm29","thinnas.norm29","dotinside","underbar.wide29","invatehta.norm29","overbar.wide27","engytehta.wide29","revetehta.norm29","yantatehta.norm29","uline3","uptehtacliche_ungwe"
"nwalme.conbbot","ootehta.wide29","uutehta.norm29","eetehta.norm29","downeetehta.norm29","dblunderstroke.norm29","atehta.norm29","downatehta.norm29","ytehta.norm29","downytehta.norm29","itehta.norm29","downitehta.norm29","etehta.norm29","downetehta.norm27","otehta.wide29","utehta.norm29","thinnas.norm29","dotinside","underbar.wide29","invatehta.norm29","overbar.wide27","engytehta.wide29","revetehta.norm29","yantatehta.norm29","uline3","uptehtacliche_ungwe"
"exthwesta","ootehta.narrow27","uutehta.narrow25","eetehta.norm25","downeetehta.norm22","dblunderstroke.norm22","atehta.norm23","downatehta.norm22","ytehta.narrow23","downytehta.narrow22","itehta.norm21","downitehta.norm22","etehta.narrow25","downetehta.norm20","otehta.narrow27","utehta.narrow25","thinnas.norm23","dotinside.conu20","underbar.norm21","invatehta.norm22","overbar.norm21","engytehta.norm22","revetehta.norm22","yantatehta.norm22","uline22","uptehtacliche_hwesta"
"exthwesta.conl","ootehta.narrow27","uutehta.narrow25","eetehta.norm25","downeetehta.norm22","dblunderstroke.norm22","atehta.norm23","downatehta.norm22","ytehta.narrow23","downytehta.narrow22","itehta.norm21","downitehta.norm22","etehta.narrow25","downetehta.norm20","otehta.narrow27","utehta.narrow25","thinnas.norm23","dotinside.conu20","underbar.norm21","invatehta.norm22","overbar.norm21","engytehta.norm22","revetehta.norm22","yantatehta.norm22","uline22","uptehtacliche_hwesta"
"extunque","ootehta.norm39","uutehta.norm31","eetehta.norm32","downeetehta.norm31","dblunderstroke.norm31","atehta.norm31","downatehta.norm31","ytehta.norm31","downytehta.norm31","itehta.norm31","downitehta.norm31","etehta.norm32","downetehta.norm29","otehta.wide36","utehta.norm31","thinnas.norm31","dotinside","underbar.wide31","invatehta.norm30","overbar.wide32","engytehta.wide30","revetehta.norm30","yantatehta.norm30","uline23","uptehtacliche_unque"
"extunque.conl","ootehta.norm39","uutehta.norm31","eetehta.norm32","downeetehta.norm31","dblunderstroke.norm31","atehta.norm31","downatehta.norm31","ytehta.norm31","downytehta.norm31","itehta.norm31","downitehta.norm31","etehta.norm32","downetehta.norm29","otehta.wide36","utehta.norm31","thinnas.norm31","dotinside","underbar.wide31","invatehta.norm30","overbar.wide32","engytehta.wide30","revetehta.norm30","yantatehta.norm30","uline23","uptehtacliche_unque"
"roomen","ootehta.norm18","uutehta.norm19","eetehta.norm18","downeetehta","dblunderstroke.norm","atehta.norm18","downatehta.norm","ytehta.norm18","downytehta.norm","itehta.norm18","downitehta.norm","etehta.norm18","downetehta.norm","otehta.norm22","utehta.wide22","thinnas.norm","dotinside.norm14","underbar.norm","invatehta.norm18","overbar.norm18","engytehta.norm18","revetehta.norm18","yantatehta.norm18","uline32","uptehtacliche_quesse"
"roomen.conl","ootehta.norm18","uutehta.norm19","eetehta.norm18","downeetehta","dblunderstroke.norm","atehta.norm18","downatehta.norm","ytehta.norm18","downytehta.norm","itehta.norm18","downitehta.norm","etehta.norm18","downetehta.norm","otehta.norm22","utehta.wide22","thinnas.norm","dotinside.norm14","underbar.norm","invatehta.norm18","overbar.norm18","engytehta.norm18","revetehta.norm18","yantatehta.norm18","uline32","uptehtacliche_quesse"
"roomen.open","ootehta.norm18","uutehta.norm19","eetehta.norm18","downeetehta.norm11d1","dblunderstroke.norm14d1","atehta.norm18","downatehta.norm14d1","ytehta.norm18","downytehta.narrow14d2","itehta.norm18","downitehta.norm16d1","etehta.norm18","downetehta.narrow12","otehta.norm22","utehta.wide22","thinnas.norm15","dotinside.norm14","Underbar.roomen","invatehta.norm18","overbar.norm18","engytehta.norm18","revetehta.norm18","yantatehta.norm18","uline33","uptehtacliche_quesse"
"roomen.conl_open","ootehta.norm18","uutehta.norm19","eetehta.norm18","downeetehta.norm11d1","dblunderstroke.norm14d1","atehta.norm18","downatehta.norm14d1","ytehta.norm18","downytehta.narrow14d2","itehta.norm18","downitehta.norm16d1","etehta.norm18","downetehta.narrow12","otehta.norm22","utehta.wide22","thinnas.norm15","dotinside.norm14","underbar.roomen","invatehta.norm18","overbar.norm18","engytehta.norm18","revetehta.norm18","yantatehta.norm18","uline33","uptehtacliche_quesse"
"arda","ootehta.norm18","uutehta.norm19","eetehta.norm18","downeetehta","dblunderstroke.norm","atehta.norm18","downatehta.norm","ytehta.norm18","downytehta.norm","itehta.norm18","downitehta.norm","etehta.norm18","downetehta.norm","otehta.norm22","utehta.wide22","thinnas.norm","dotinside.norm14","underbar.norm","invatehta.norm18","overbar.norm18","engytehta.norm18","revetehta.norm18","yantatehta.norm18","uline32","uptehtacliche_quesse"
"arda.conl","ootehta.norm18","uutehta.norm19","eetehta.norm18","downeetehta","dblunderstroke.norm","atehta.norm18","downatehta.norm","ytehta.norm18","downytehta.norm","itehta.norm18","downitehta.norm","etehta.norm18","downetehta.norm","otehta.norm22","utehta.wide22","thinnas.norm","dotinside.norm14","underbar.norm","invatehta.norm18","overbar.norm18","engytehta.norm18","revetehta.norm18","yantatehta.norm18","uline32","uptehtacliche_quesse"
"arda.open","ootehta.norm18","uutehta.norm19","eetehta.norm18","downeetehta.norm11d1","dblunderstroke.norm14d1","atehta.norm18","downatehta.norm14d1","ytehta.norm18","downytehta.narrow14d2","itehta.norm18","downitehta.norm16d1","etehta.norm18","downetehta.narrow12","otehta.norm22","utehta.wide22","thinnas.norm15","dotinside.norm14","underbar.roomen","invatehta.norm18","overbar.norm18","engytehta.norm18","revetehta.norm18","yantatehta.norm18","uline33","uptehtacliche_quesse"
"arda.conl_open","ootehta.norm18","uutehta.norm19","eetehta.norm18","downeetehta.norm11d1","dblunderstroke.norm14d1","atehta.norm18","downatehta.norm14d1","ytehta.norm18","downytehta.narrow14d2","itehta.norm18","downitehta.norm16d1","etehta.norm18","downetehta.narrow12","otehta.norm22","utehta.wide22","thinnas.norm15","dotinside.norm14","underbar.roomen","invatehta.norm18","overbar.norm18","engytehta.norm18","revetehta.norm18","yantatehta.norm18","uline33","uptehtacliche_quesse"
"lambe","ootehta.wide26","uutehta.norm25","eetehta.norm25","downeetehta.lambe","dblunderstroke.lambe","atehta.norm25","downatehta.lambe","ytehta.norm25","downytehta.lambe","itehta.norm25","downitehta.lambe","etehta.norm24","downetehta.lambe","otehta.wide26","utehta.norm25","thinnas.norm","dotinside.conu20","underbar.lambe","invatehta.norm25","overbar.lambe","engytehta.wide25","revetehta.norm25","yantatehta.norm25","uline34","uptehtacliche_lambe"
"lambe.conr","ootehta.wide26","uutehta.norm25","eetehta.norm25","downeetehta.lambe","dblunderstroke.lambe","atehta.norm25","downatehta.lambe","ytehta.norm25","downytehta.lambe","itehta.norm25","downitehta.lambe","etehta.norm24","downetehta.lambe","otehta.wide26","utehta.norm25","thinnas.norm","dotinside.conu20","underbar.lambe","invatehta.norm25","overbar.lambe","engytehta.wide25","revetehta.norm25","yantatehta.norm25","uline34","uptehtacliche_lambe"
"lambe.conl","ootehta.wide26","uutehta.norm25","eetehta.norm25","downeetehta.lambe","dblunderstroke.lambe","atehta.norm25","downatehta.lambe","ytehta.norm25","downytehta.lambe","itehta.norm25","downitehta.lambe","etehta.norm24","downetehta.lambe","otehta.wide26","utehta.norm25","thinnas.norm","dotinside.conu20","underbar.lambe","invatehta.norm25","overbar.lambe","engytehta.wide25","revetehta.norm25","yantatehta.norm25","uline34","uptehtacliche_lambe"
"lambe.conb","ootehta.wide26","uutehta.norm25","eetehta.norm25","downeetehta.lambe","dblunderstroke.lambe","atehta.norm25","downatehta.lambe","ytehta.norm25","downytehta.lambe","itehta.norm25","downitehta.lambe","etehta.norm24","downetehta.lambe","otehta.wide26","utehta.norm25","thinnas.norm","dotinside.conu20","underbar.lambe","invatehta.norm25","overbar.lambe","engytehta.wide25","revetehta.norm25","yantatehta.norm25","uline34","uptehtacliche_lambe"
"lambe.conrbot","ootehta.wide26","uutehta.norm25","eetehta.norm25","downeetehta.lambe","dblunderstroke.lambe","atehta.norm25","downatehta.lambe","ytehta.norm25","downytehta.lambe","itehta.norm25","downitehta.lambe","etehta.norm24","downetehta.lambe","otehta.wide26","utehta.norm25","thinnas.norm","dotinside.conu20","underbar.lambe","invatehta.norm25","overbar.lambe","engytehta.wide25","revetehta.norm25","yantatehta.norm25","uline34","uptehtacliche_lambe"
"lambe.conbbot","ootehta.wide26","uutehta.norm25","eetehta.norm25","downeetehta.lambe","dblunderstroke.lambe","atehta.norm25","downatehta.lambe","ytehta.norm25","downytehta.lambe","itehta.norm25","downitehta.lambe","etehta.norm24","downetehta.lambe","otehta.wide26","utehta.norm25","thinnas.norm","dotinside.conu20","underbar.lambe","invatehta.norm25","overbar.lambe","engytehta.wide25","revetehta.norm25","yantatehta.norm25","uline34","uptehtacliche_lambe"
"alda","ootehta.wide26","uutehta.norm25","eetehta.norm25","downeetehta.norm35","dblunderstroke.norm35","atehta.norm25","downatehta.norm35","ytehta.norm25","downytehta.narrow35","itehta.norm25","downitehta.norm35","etehta.norm24","downetehta.norm35","otehta.wide26","utehta.norm25","thinnas.norm26","dotinside.conu20","underbar.lambe","invatehta.norm25","overbar.lambe","engytehta.wide25","revetehta.norm25","yantatehta.norm25","uline35","uptehtacliche_lambe"
"alda.conr","ootehta.wide26","uutehta.norm25","eetehta.norm25","downeetehta.norm35","dblunderstroke.norm35","atehta.norm25","downatehta.norm35","ytehta.norm25","downytehta.narrow35","itehta.norm25","downitehta.norm35","etehta.norm24","downetehta.norm35","otehta.wide26","utehta.norm25","thinnas.norm26","dotinside.conu20","underbar.lambe","invatehta.norm25","overbar.lambe","engytehta.wide25","revetehta.norm25","yantatehta.norm25","uline35","uptehtacliche_lambe"
"alda.conl","ootehta.wide26","uutehta.norm25","eetehta.norm25","downeetehta.norm35","dblunderstroke.norm35","atehta.norm25","downatehta.norm35","ytehta.norm25","downytehta.narrow35","itehta.norm25","downitehta.norm35","etehta.norm24","downetehta.norm35","otehta.wide26","utehta.norm25","thinnas.norm26","dotinside.conu20","underbar.lambe","invatehta.norm25","overbar.lambe","engytehta.wide25","revetehta.norm25","yantatehta.norm25","uline35","uptehtacliche_lambe"
"alda.conb","ootehta.wide26","uutehta.norm25","eetehta.norm25","downeetehta.norm35","dblunderstroke.norm35","atehta.norm25","downatehta.norm35","ytehta.norm25","downytehta.narrow35","itehta.norm25","downitehta.norm35","etehta.norm24","downetehta.norm35","otehta.wide26","utehta.norm25","thinnas.norm26","dotinside.conu20","underbar.lambe","invatehta.norm25","overbar.lambe","engytehta.wide25","revetehta.norm25","yantatehta.norm25","uline35","uptehtacliche_lambe"
"silme","ootehta","uutehta","eetehta","downeetehta.norm19","dblunderstroke.norm19","atehta.norm","downatehta.norm19","ytehta.norm","downytehta.norm19","itehta.norm","downitehta.norm19","etehta.norm","downetehta.norm18","otehta","utehta","thinnas.norm18","dotinside.norm19","underbar.norm20","Invatehta.norm","overbar.norm","engytehta.norm","revetehta.norm","yantatehta.norm","uline36","uptehtacliche_norm"
"silme.open","ootehta.norm11","uutehta.norm","eetehta.norm13d4","downeetehta.norm19","dblunderstroke.norm19","atehta.norm10d4","downatehta.norm19","ytehta.narrow10d2","downytehta.norm19","itehta.norm14d2","downitehta.norm19","etehta.norm14d2","downetehta.norm18","otehta.norm10","utehta.wide10","thinnas.norm18","dotinside.norm19","underbar.norm20","invatehta.norm","overbar.norm","engytehta.norm","revetehta.norm","yantatehta.norm","uline36","uptehtacliche_norm"
"silme.flat","ootehta.narrow26","uutehta_silmel","eetehta.norm24","downeetehta.norm19","dblunderstroke.norm19","atehta.norm23u2","downatehta.norm19","ytehta.narrow23u2","downytehta.norm19","itehta.norm20u2","downitehta.norm19","etehta.narrow23","downetehta.norm18","otehta.narrow27","utehta.norm24u1","thinnas.norm18","dotinside.norm19","underbar.norm20","invatehta.norm16","overbar.norm","engytehta.norm16","revetehta.norm16","yantatehta.norm16","uline36","uptehtacliche_silmel"
"silme.lig","ootehta","uutehta.norm","eetehta","downeetehta.norm07","dblunderstroke.norm07","atehta.norm","downatehta.norm07","ytehta.norm","downytehta.norm07","itehta.norm","downitehta.norm07","etehta.norm","downetehta.norm05","otehta","utehta","thinnas.norm07","dotinside.norm04","underbar.norm","invatehta.norm","overbar.norm","engytehta.norm","revetehta.norm","yantatehta.norm","uline37","uptehtacliche_norm"
"silme.lig_open","ootehta","uutehta.norm","eetehta.norm","downeetehta.norm07","dblunderstroke.norm07","atehta.norm","downatehta.norm07","ytehta.norm","downytehta.norm07","itehta.norm","downitehta.norm07","etehta.norm","downetehta.norm05","otehta.norm","utehta.norm","thinnas.norm07","dotinside.norm04","underbar.norm","invatehta.norm","overbar.norm","engytehta.norm","revetehta.norm","yantatehta.norm","uline37","uptehtacliche_norm"
"silme.lig_flat","ootehta.narrow12","uutehta.norm","eetehta.norm11","downeetehta.norm07","dblunderstroke.norm07","atehta.norm09u2","downatehta.norm07","ytehta.narrow09u2","downytehta.norm07","itehta.norm06u2","downitehta.norm07","etehta.narrow08","downetehta.norm05","otehta.narrow11","utehta.norm10u1","thinnas.norm07","dotinside.norm04","underbar.norm","invatehta.norm","overbar.norm","engytehta.norm","revetehta.norm","yantatehta.norm","uline37","uptehtacliche_norm"
